city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_college_2008_12,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_per_cap_1099_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_per_cap_precints,good_pension_health,is_county_job_center
Temecula,Riverside,92590,Low,79.72,0.6519685051631071,0.5115,0.4153,1403,0.43,0.15,4.9,0.2,0.28,0.69,0.01,0.04,0.08,0.39,39087092,7982693,21538455,142025922,0.08,37404384,86661591,32197537,33934560,37404384,67371655,73600853,96513745,39622446,0,83360442,120819204,2088146,5657444.65,11213000,0.205,0.086,30.312794352973295,2109712,31693,5525,862701,39323,33.7,0.4976048585133362,6.650196804113547e-4,FALSE,FALSE
Temple City,Los Angeles,91780,Low,88.83,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.24,0.01,7.38,0.03,0.38,0.74,0.03,0.06,0.27,0.19,19265095,2611985,264184,21320464,-0.02,18802141,15184778,19341717,18416363,18802141,14168547,14434397,14841986,8041060,0,22499597,30409720,700176,1274365.78,5690188,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Thousand Oaks,Ventura,91362,Low,90.87,0.8138416978089583,0.6566,0.43520000000000003,602,1.34,0.2,13.5,0.03,0.42,0.77,0.03,0.06,0.06,0.6,104228578,7718207,35308095,175905415,0.06,113808187,85095184,101681051,112903139,113808187,80027940,78083676,83766893,73082022,0,233534447,303429116,5914293,11354177.06,9903000,0.312,0.063,62.91647578665919,806353,45937,8871,441320,48206,36.2,0.4967327326743737,7.465712907374313e-4,FALSE,FALSE
Tiburon,Marin,94920,Low,86.99,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,1.06,0.02,8.65,0.09,0.63,0.78,0.05,0.11,0.16,0.39,17974070,2076912,318099,13021738,0.08,16454800,15530184,14311798,15680819,16454800,9748878,10463635,11481723,8168481,0,28172378,36109094,680145,1369008.29,2128177,0.546,0.047,67.9644361065709,248398,90003,30928,181971,56427,44.5,0.4915514106073872,7.608756914306878e-4,FALSE,TRUE
Torrance,Los Angeles,90503,Moderate,43.24,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.16,0.42,1.14,0.02,1.72,0.7,0.13,0.21,0.16,0.26,56385941,49273589,128081353,308578762,-0.08,31310428,195717901,36996279,38910435,31310428,169936074,174073771,176353801,491426503,40000000,1121799700,1595275960,38877334,63489922.74,49376000,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Tracy,San Joaquin,95376,Low,75.92,0.6505512612372483,0.5142,0.47950000000000004,515,0.49,0.26,7.26,0.11,0.35,0.76,0.04,0.07,0.03,0,17957628,2472881,60035746,233546562,0.03,36800048,75154013,34783056,35653806,36800048,61317814,59678029,74804975,80779141,0,256232337,335743520,9198748,15709989.4,5931522,0.179,0.105,35.11675291651531,671692,32080,4692,287022,40880,32.7,0.4979235553168949,7.667204611637476e-4,FALSE,FALSE
Trinidad,Humboldt,95570,Low,98.75,0.7955847759213462,0.647,0.40630000000000005,140,2.14,0,26.6,0.1,NA,NA,NA,NA,NA,NA,1391002,52292,0,1536536,0.05,1479348,691696,1355881,1384501,1479348,646521,739860,775352,NA,NA,NA,NA,NA,NA,NA,0.264,0.073,35.86541230391159,132657,31084,6269,70605,34145,37.1,0.5021058808673109,0.0010553532795103161,NA,FALSE
Truckee,Nevada,96161,Low,90.95,0.8550759617576464,0.7533,0.6951,99,1.44,0.3,27.41,0.04,0.27,0.78,0.03,0.06,0.01,0.51,32810579,1196975,14009261,46554632,0.04,33810037,23477361,31400184,29905556,33810037,23521410,23415803,25056663,12720474,0,44226476,56774262,1597901,2790358.53,547615,0.327,0.066,36.34338085539715,98200,44033,10723,52482,39159,47.6,0.49446154469239806,0.0010081466395112017,FALSE,FALSE
Tulare,Tulare,93274,Moderate,68.18,0.6045185610298884,0.4399,0.36810000000000004,244,0.95,2.54,4.81,-0.16,0.51,0.73,0.05,0.09,0.04,0,48557950,10102330,301443813,118632521,0.02,47558487,49801186,46394799,47275064,47558487,74407139,41747397,46672134,60755070,0,164262429,223837702,5556510,10196065.11,4305149,0.133,0.109,31.182634765411162,429283,28708,3686,188438,33537,29.6,0.5007971884689232,5.683896171057322e-4,FALSE,FALSE
Tulelake,Siskiyou,96134,Moderate,60.39,0.7847023827055046,0.6397999999999999,0.6133,72,-0.05,0.03,0.3,0.58,-0.27,1.35,0.01,0.03,NA,NA,119835,400760,57601,2090529,-1.25,-70806,1393971,57844,51249,-70806,454383,703228,1132671,-564060,0,2406360,1778414,27808,53289.02,NA,0.231,0.102,32.44723090665476,44780,31784,6697,22084,32841,47,0.4987750556792873,0.00160786065207682,TRUE,FALSE
Turlock,Stanislaus,95380,Moderate,54.64,0.7125961812482189,0.5047,0.5289,447,0.29,1.12,2.49,0.05,0.8,0.72,0.07,0.13,0.18,0,10416209,4181800,109594646,97923910,0.05,11482271,39891384,10619413,12778576,11482271,33180595,35060708,36092340,77997520,0,196414551,274384933,7121563,12483482.67,17405817,0.163,0.111,35.30845604991435,509032,31117,4392,223665,39473,32.9,0.4946788141968265,8.781373273193041e-4,FALSE,FALSE
Tustin,Orange,92780,Low,87.31,0.8640684252298959,0.6275,0.4654,2109,1.3,0.39,13.71,0.45,0.49,0.76,0.04,0.08,0.11,0.07,163622388,11930789,50447957,130559373,0.21,116332458,89366126,79667061,102517562,116332458,60084555,122555975,103603764,63370958,0,200790314,265567352,5454050,10154920.06,13892607,0.366,0.053,65.05009546614426,2957593,49785,10940,1998599,52932,36.2,0.4945731757552242,7.130798591963127e-4,FALSE,TRUE
Twentynine Palms,San Bernardino,92277,Low,93.48,0.6748090460761734,0.5012,0.37189999999999995,1391,0.77,0.04,23.84,0.07,0.27,1.02,0.03,0.02,0.24,0.33,9121275,382549,493597,12805908,-0.08,9190062,11882166,10830067,11305480,9190062,8421366,9336931,9637513,3474126,0,15081118,14830585,331853,305496.04,3040777,0.18600000000000003,0.081,34.97512395601215,2003735,29988,4061,885185,41008,31.7,0.4970037489988748,6.942035748240162e-4,TRUE,FALSE
Ukiah,Mendocino,95482,High,41.14,0.8143896212327997,0.6516,0.222,249,-0.06,1.6,1.01,0.14,0.82,0.67,0.08,0.11,NA,NA,8219217,8137672,97552513,60836218,-0.71,-1623326,26896470,4301658,4190368,-1623326,15324679,16440398,19767086,49598242,0,101396549,151109594,4704726,6961870.75,NA,0.214,0.069,35.23985914848859,87468,34608,7965,47931,34716,41.5,0.5007115128470759,0.002846755384826451,FALSE,FALSE
Union City,Alameda,94587,Moderate,63.36,0.8130188885559002,0.6364,0.4833,1041,0.37,0.58,3.45,0.06,1.02,0.77,0.07,0.13,0.09,0.57,24259219,7037036,56318473,96634804,0.03,21357353,58413500,20346007,18372926,21357353,54556493,55211693,60673783,80953906,17900653,260064981,338256279,6804690,12975846.46,8290593,0.41100000000000003,0.062,62.71487156852657,1477208,48524,8583,903624,60165,36.6,0.4903576907720535,7.047078001202269e-4,FALSE,TRUE
Upland,San Bernardino,91785,Moderate,59.11,0.6748090460761734,0.5012,0.37189999999999995,1391,0.36,0.38,3.22,-0.09,1.07,0.67,0.07,0.13,0.14,0.07,15062535,4682039,40102459,104259191,-0.01,14149500,39825075,14478664,15254150,14149500,46699932,47807887,38692665,112039675,0,230608713,342318865,7613789,13118721.43,14423344,0.18600000000000003,0.081,34.97512395601215,2003735,29988,4061,885185,41008,31.7,0.4970037489988748,6.942035748240162e-4,FALSE,FALSE
Vacaville,Solano,95688,Moderate,61.05,0.6956945732923293,0.594,0.5109,214,0.43,0.8,3.93,0.07,1.05,0.63,0.09,0.13,0.38,0.22,38363673,9767113,173359497,217594855,0.2,39034724,90550483,27440312,31095826,39034724,82138804,83790483,93550412,227968374,0,396887615,625129077,19155838,27764236.71,82797349,0.242,0.069,45.98817522960007,408972,38030,6022,178995,46543,36.9,0.4988459975226446,5.232632062830708e-4,FALSE,FALSE
Vallejo,Solano,94590,Moderate,50.98,0.6956945732923293,0.594,0.5109,214,0.24,0.56,4.4,0.05,1.52,0.62,0.11,0.18,0.14,0.4,23168718,5268927,111454446,197447945,0.06,25450613,106486794,23283584,27908348,25450613,95870345,103006721,105773543,300485614,0,481859555,777159389,21432797,36458438.67,26920000,0.242,0.069,45.98817522960007,408972,38030,6022,178995,46543,36.9,0.4988459975226446,5.232632062830708e-4,FALSE,FALSE
Ventura,Ventura,93001,Moderate,57.12,0.8138416978089583,0.6566,0.43520000000000003,602,0.26,0.77,1.57,0.08,1,0.68,0.08,0.14,NA,NA,40437161,25776008,166421367,215590564,0,30919507,116721142,30958001,33270866,30919507,98738415,102661785,114429913,215120527,0,462410909,681037076,16350449,29626569.64,NA,0.312,0.063,62.91647578665919,806353,45937,8871,441320,48206,36.2,0.4967327326743737,7.465712907374313e-4,FALSE,FALSE
Vernon,Los Angeles,90058,Moderate,42.44,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,-0.14,1.29,0.69,0.06,0.4,0.73,0.03,0.07,0.13,0.03,12058479,17579116,349192817,271029801,0.21,-7345582,54270305,-12520060,-12780851,-7345582,40955701,42114254,46043000,109673939,0,312314866,425813419,9105799,18121342.53,36298584,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Victorville,San Bernardino,92392,Moderate,46.5,0.6748090460761734,0.5012,0.37189999999999995,1391,0.11,1.95,1.34,0.05,0.29,0.75,0.01,0.04,0.18,0,4165936,3099515,385589907,197880710,0.15,6178917,58671163,4701970,5181352,6178917,55351002,55697595,59877595,57973779,0,171208335,229045972,2911168,8707484.29,34807610,0.18600000000000003,0.081,34.97512395601215,2003735,29988,4061,885185,41008,31.7,0.4970037489988748,6.942035748240162e-4,FALSE,FALSE
Villa Park,Orange,92861,Low,90.18,0.8640684252298959,0.6275,0.4654,2109,1.28,0.01,10.73,0.04,0.24,0.77,0.02,0.04,0.06,0,3754386,349977,67929,4567131,0.13,4000530,3137554,3160790,3645303,4000530,3252942,3297866,3518130,1096597,0,3612287,4696619,75632,170658.99,279039,0.366,0.053,65.05009546614426,2957593,49785,10940,1998599,52932,36.2,0.4945731757552242,7.130798591963127e-4,FALSE,TRUE
Visalia,Tulare,93291,Low,86.22,0.6045185610298884,0.4399,0.36810000000000004,244,0.82,0.61,10.43,0.03,0.59,0.73,0.06,0.09,NA,NA,33751560,3237044,134095998,219061678,0.05,57115356,69661390,51585004,51273940,57115356,70088303,71933799,73018176,130097028,0,334269671,460302560,13155988,20335222.64,0,0.133,0.109,31.182634765411162,429283,28708,3686,188438,33537,29.6,0.5007971884689232,5.683896171057322e-4,FALSE,FALSE
Vista,San Diego,92084,Low,83.27,0.7251714669285065,0.6071,0.46,2328,0.84,1.11,7.01,0.03,0.52,0.75,0.05,0.08,NA,NA,72291954,10313635,139239057,125828621,-0.02,61525389,72980739,62939898,60694342,61525389,77580111,77633493,81453030,65514184,0,188061798,252061292,6113463,9943999.45,NA,0.344,0.061,59.13658277842412,3022116,44860,9670,1882625,50388,34.6,0.5019456836836856,7.703211921713131e-4,FALSE,TRUE
Walnut,Los Angeles,91788,Low,87.67,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,2.12,0.02,23.19,-0.02,0.36,0.76,0.03,0.06,0.07,0,28727801,1238771,432653,18857103,0.39,28553614,13477411,16001677,16345986,28553614,13181812,13062554,12778121,6798916,0,21349341,28005223,570892,1130070.56,1401197,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Walnut Creek,Contra Costa,94596,Low,80.64,0.7539949308861223,0.6535,0.4758,854,0.65,0.1,6.55,0.02,0.91,0.72,0.08,0.13,NA,NA,59153841,9027829,12065644,125097698,0.19,59485896,91813133,41881655,50344813,59485896,87921000,87470958,91441170,114204684,0,283167801,395346330,9789464,16435038.23,NA,0.386,0.062,90.00304785096702,1023344,58611,12481,496937,58042,38.5,0.487620409427802,8.345189887271533e-4,FALSE,FALSE
Wasco,Kern,93280,Low,96.13,0.6575433079519254,0.4984,0.41200000000000003,588,1.15,0.03,2.37,0.28,0.3,0.75,0.04,0.04,NA,NA,13028892,5489908,846059,24518621,0.48,8219705,7174958,3837518,4994201,8219705,5502912,6249562,8865880,7307478,0,20758322,27547553,970749,1061606.27,NA,0.149,0.099,52.20654335003,818327,29257,3963,364533,41733,30.7,0.5158313592518619,7.185391658835648e-4,FALSE,FALSE
Waterford,Stanislaus,95386,Moderate,69.73,0.7125961812482189,0.5047,0.5289,447,0.35,1.1,2.96,0.02,0.19,0.8,0.02,0.04,NA,NA,1237260,418200,7934433,7223763,-0.04,1563232,4417345,1709870,1869712,1563232,2629952,2579659,2727652,1398481,0,5576214,6943619,154072,290871.08,NA,0.163,0.111,35.30845604991435,509032,31117,4392,223665,39473,32.9,0.4946788141968265,8.781373273193041e-4,TRUE,FALSE
Watsonville,Santa Cruz,95076,Moderate,60.62,0.8295211204607084,0.7188,0.4706,260,0.25,0.14,1.55,0.07,0.76,0.74,0.06,0.12,0.03,0,13935574,8991900,14571740,103351085,0.57,10342162,41063170,4228038,6057149,10342162,36353919,37966657,41366430,78238703,0,216558258,293852606,6463126,12281542.71,3333238,0.375,0.07400000000000001,42.6701387806019,256520,46909,11645,142699,42775,36.9,0.49894047609973247,0.0010135661936691096,FALSE,FALSE
Weed,Siskiyou,96094,Moderate,56.67,0.7847023827055046,0.6397999999999999,0.6133,72,0.26,0.12,0,0.07,0.42,0.77,0.04,0.08,0.12,0,0,240927,728685,6236761,-0.01,927689,3597158,988423,753486,927689,2512542,2689271,2840801,2621423,0,8825642,11418562,233055,494900.97,766191,0.231,0.102,32.44723090665476,44780,31784,6697,22084,32841,47,0.4987750556792873,0.00160786065207682,FALSE,FALSE
West Covina,Los Angeles,91790,Moderate,43.91,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.18,0.72,2.8,0.08,2.02,0.66,0.05,0.25,0.65,0,8595749,3066944,66526174,91851421,-0.1,12299853,66563828,15032610,14119078,12299853,58133330,64371528,67196492,185149727,0,358686730,545547525,5030229,23292408.76,59914016,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
West Hollywood,Los Angeles,90069,Low,84.41,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.36,1.01,6.36,0.04,0.38,0.73,0.04,0.07,0.01,0.72,145745897,22913771,125083835,124067977,0.05,129604935,95556556,118260451,123905502,129604935,94781381,102277601,101265306,47125622,0,124500627,170996844,4925060,8095369.42,1728800,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
West Sacramento,Yolo,95691,Low,74.95,0.8136606500405701,0.6175,0.4706,146,0.53,0.69,6,0.07,0.55,0.73,0.05,0.09,0.09,0.56,37335093,6226183,105261699,152658113,0.16,37902589,71182326,29039830,37943891,37902589,58607519,58353382,65920297,80261032,3417400,210898517,290105637,7178418,13034698.55,13758105,0.38,0.07400000000000001,56.21839780070402,197154,39974,7269,124492,46187,30.4,0.48760511628138553,7.405378536575469e-4,FALSE,TRUE
Westlake Village,Los Angeles,91361,Low,85.69,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.4,1.03,12.1,0.02,0.13,0.78,0.02,0.03,0.04,0.47,21683088,1791391,16943870,16478531,0.01,22941084,16421923,23079000,25291647,22941084,13541449,13198566,14071360,2188261,0,7712283,9851294,250897,431026.75,684000,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Westminster,Orange,92683,Moderate,55.26,0.8640684252298959,0.6275,0.4654,2109,0.37,0.2,2.79,0.11,1.34,0.71,0.09,0.18,0.78,0,27193228,9753830,17646275,86427550,0.03,23603633,63656548,22473917,20798853,23603633,49414137,51177537,60480141,115878014,0,272477700,385664324,7642502,15183796.08,67111289,0.366,0.053,65.05009546614426,2957593,49785,10940,1998599,52932,36.2,0.4945731757552242,7.130798591963127e-4,FALSE,TRUE
Wheatland,Yuba,95692,Low,82.84,0.6554745811224377,0.47740000000000005,0.47979999999999995,46,0.66,1.34,4.94,0.09,NA,NA,NA,NA,NA,NA,1385252,280132,6183255,4615524,0.02,1517874,2293981,1469994,1468203,1517874,1882980,1840214,2191752,NA,NA,NA,NA,NA,NA,NA,0.136,0.12,34.93014086076937,71773,30642,4017,27011,43891,32.1,0.5038043101656157,6.409095342259625e-4,NA,FALSE
Whittier,Los Angeles,90602,Moderate,64.51,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.61,0.45,8.42,0.01,1.32,0.68,0.1,0.19,0.11,0,39565506,4698341,43701335,97762383,0.03,38032386,62805654,35632017,36851466,38032386,61793150,59705192,61796712,129502467,0,275446950,405761575,9474460,18134970.07,10568000,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Wildomar,Riverside,92595,Moderate,62.65,0.6519685051631071,0.5115,0.4153,1403,0.14,0.01,0.86,0.11,0.01,0.9,0.01,0.01,0.02,0,2817914,3287194,115171,19136164,0.35,1552339,11423222,946503,869757,1552339,9684185,9537151,11743494,176110,0,1533532,1694987,115449,132820.05,298717,0.205,0.086,30.312794352973295,2109712,31693,5525,862701,39323,33.7,0.4976048585133362,6.650196804113547e-4,TRUE,FALSE
Williams,Colusa,95987,Low,80.98,0.6603425117528543,0.5484,0.49340000000000006,18,0.74,1.45,5.12,0.05,0.3,0.79,0.06,0.07,NA,NA,2580508,504156,11246063,7729910,0.14,2814411,3819172,2219679,2795742,2814411,3507469,3942241,3817841,2347830,0,8950946,11289673,426409,541646.79,NA,0.135,0.139,58.8751774391975,21134,38298,5241,10687,34759,33.5,0.5141229749288015,8.517081480079493e-4,FALSE,FALSE
Willits,Mendocino,95490,Moderate,68.25,0.8143896212327997,0.6516,0.222,249,0.61,1.89,11.71,0.11,0.72,0.7,0.06,0.09,NA,NA,2251377,192239,23886684,12671337,0.1,2961893,4839000,2467633,2544252,2961893,4363752,4350769,5243688,9154065,0,21183142,30106170,808718,1138660.31,NA,0.214,0.069,35.23985914848859,87468,34608,7965,47931,34716,41.5,0.5007115128470759,0.002846755384826451,FALSE,FALSE
Willows,Glenn,95988,Moderate,50.6,0.7070241347905283,0.5722,0.3679,30,0.28,0.96,6.76,0.04,1.25,0.7,0.1,0.13,0.02,0,891457,131877,6037941,6320148,-0.02,1106063,3886959,1141806,1111177,1106063,3570619,3767661,3804611,7924460,0,17785629,25578135,615648,826374.78,120477,0.154,0.105,37.95106891752025,28019,30006,4650,11795,34368,35.3,0.5046227153118555,0.0010707020236268247,FALSE,FALSE
Windsor,Sonoma,95492,Low,76.14,0.7457829876765855,0.6968000000000001,0.5943,453,0.47,0.31,4.51,0.09,0.25,0.79,0.03,0.05,0.02,0,9950567,2206095,12065471,38343126,0,8832690,18738173,9744655,6765268,8832690,15996115,17046996,18698415,9533283,0,35791559,45131667,1043099,1991703.12,890000,0.321,0.057999999999999996,47.03317120807625,473091,43430,10169,276221,45078,39.9,0.49165698791844226,9.575324831797687e-4,FALSE,TRUE
Winters,Yolo,95694,Moderate,55.24,0.8136606500405701,0.6175,0.4706,146,0.17,0.48,0.68,0.07,0.33,0.77,0.04,0.06,0.09,0,629820,931087,7357868,15416097,-0.22,912045,5431936,1513508,1015384,912045,4583952,4636949,5218459,5105683,0,17104629,22075590,633001,969611.29,1348661,0.38,0.07400000000000001,56.21839780070402,197154,39974,7269,124492,46187,30.4,0.48760511628138553,7.405378536575469e-4,FALSE,TRUE
Woodlake,Tulare,93286,Moderate,52.13,0.6045185610298884,0.4399,0.36810000000000004,244,0.14,1.88,1.56,-0.05,0.27,0.76,0.03,0.05,NA,NA,579066,370323,18867221,10043005,0.03,581221,4116428,604440,818579,581221,3503074,2965512,3114412,2731674,0,8204956,10861138,325002,467098.29,NA,0.133,0.109,31.182634765411162,429283,28708,3686,188438,33537,29.6,0.5007971884689232,5.683896171057322e-4,FALSE,FALSE
Woodland,Yolo,95695,Moderate,44.69,0.8136606500405701,0.6175,0.4706,146,0.26,2.49,2.23,0.03,0.82,0.67,0.06,0.12,0.42,0.07,14150032,6349086,287469584,115409387,-0.04,14066333,53268034,15544252,16867777,14066333,48063880,48889316,50354344,94573331,0,188614795,281454713,7140791,13496374.04,47935932,0.38,0.07400000000000001,56.21839780070402,197154,39974,7269,124492,46187,30.4,0.48760511628138553,7.405378536575469e-4,FALSE,TRUE
Woodside,San Mateo,94062,Low,90.25,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,1.04,0.03,9.33,0.04,0.34,0.74,0.04,0.06,0.09,0.41,8546724,915680,321116,10846963,0.05,7902062,7598435,7452108,6493113,7902062,8099045,7410897,8538260,3641516,0,10240910,13796499,390376,639366.43,1019088,0.439,0.049,83.74426637114075,703830,74932,21933,468661,72876,39.3,0.49156866647829844,7.885426878649674e-4,FALSE,TRUE
Yorba Linda,Orange,92886,Low,76.94,0.8640684252298959,0.6275,0.4654,2109,0.57,0.03,7.45,0.05,0.33,0.71,0.03,0.05,0.41,0.01,21960984,2947969,2154814,66668505,-0.07,25690298,45013643,30648570,33075555,25690298,33560138,35402767,37070898,21790493,0,52349036,73528229,1959705,3162489.86,27087094,0.366,0.053,65.05009546614426,2957593,49785,10940,1998599,52932,36.2,0.4945731757552242,7.130798591963127e-4,FALSE,TRUE
Yountville,Napa,94599,Low,82.89,0.7790353151347466,0.6576000000000001,0.275,147,0.66,0.85,10.01,0.05,0.23,0.75,0.03,0.04,0.11,0.62,7475564,746537,14588425,17115025,0.14,7948251,12103995,6216121,7900622,7948251,11249946,11913660,12227339,4009560,0,11580575,15431434,524489,736837.22,1943479,0.312,0.051,60.91912329502659,134093,47613,12170,91679,46528,39.7,0.49939187010931685,0.001096254092309069,FALSE,TRUE
Yreka,Siskiyou,96097,Low,81.4,0.7847023827055046,0.6397999999999999,0.6133,72,0.89,0.85,12.98,0.12,0.54,0.75,0.04,0.09,0.09,0,7032319,541625,13274976,15635924,0.02,7131190,7990296,6984811,7590953,7131190,5693857,5702946,7088678,8383181,0,25489630,33858672,661767,1356976.86,1358712,0.231,0.102,32.44723090665476,44780,31784,6697,22084,32841,47,0.4987750556792873,0.00160786065207682,FALSE,FALSE
Yuba City,Sutter,95993,Moderate,55.32,0.690717712881643,0.5535,0.6831999999999999,62,0.18,0.87,1.95,0.14,0.76,0.74,0.06,0.11,0.03,0.07,4089819,2095840,86110456,99426403,0.08,7721261,42529009,6598182,7190552,7721261,33061726,40416445,42628570,75829459,0,199549026,270027390,5816744,10911740.61,3189000,0.184,0.124,37.36422140535933,93855,34285,5294,38431,35668,34.5,0.49612083979860033,6.605934686484471e-4,FALSE,FALSE
